location_id,business_date,orders,gross_cents,refund_cents,labor_minutes,completed_jobs,on_time_jobs
L0076,2025-04-27,158,430392,16920,1106,136,129
L0076,2025-04-28,129,262773,2804,774,115,113
L0076,2025-04-29,161,461426,8300,966,148,130
L0076,2025-04-30,171,314127,10339,855,160,153
L0076,2025-05-01,163,382398,14337,978,147,138
L0076,2025-05-02,137,467444,6075,959,128,126
L0076,2025-05-03,219,424203,7448,657,213,197
L0076,2025-05-04,177,415950,16093,885,164,152
L0076,2025-05-05,161,354200,9378,644,148,138
L0076,2025-05-06,138,326646,11937,828,129,113
L0076,2025-05-07,133,402857,19051,532,131,129
L0076,2025-05-08,165,657690,11515,495,146,143
L0076,2025-05-09,179,461820,13725,895,177,160
L0076,2025-05-10,151,471724,7430,453,133,123
L0076,2025-05-11,164,460676,6725,1148,156,148
L0076,2025-05-13,181,576123,19162,724,163,157
L0076,2025-05-14,171,647577,20844,855,150,140
L0076,2025-05-15,128,437376,6529,384,123,117
L0076,2025-05-16,175,508025,9586,1225,154,152
L0076,2025-05-17,208,807872,35635,1040,192,167
L0076,2025-05-18,197,387893,5447,1182,179,173
L0076,2025-05-19,155,581715,6816,775,141,132
L0076,2025-05-20,150,587400,23581,900,142,137
L0076,2025-05-21,182,730184,5115,910,177,156
L0076,2025-05-22,139,573375,14458,834,133,123
L0076,2025-05-23,169,693407,9626,1183,160,150
L0076,2025-05-24,169,477763,20282,1183,163,159
L0076,2025-05-25,220,670340,16232,660,215,212
L0076,2025-05-26,140,479500,2625,700,132,118
L0076,2025-05-27,146,626486,15391,438,143,126
L0076,2025-05-28,161,579117,13188,644,148,134
L0076,2025-05-29,180,577620,7367,1260,177,172
L0076,2025-05-30,127,384302,15372,508,112,109
L0076,2025-05-31,162,354942,5049,972,147,126
L0076,2025-06-01,210,551880,18769,630,201,174
L0076,2025-06-02,160,417760,19923,480,156,143
L0076,2025-06-03,143,443586,13287,1001,125,118
L0076,2025-06-04,137,360447,2564,411,134,120
L0076,2025-06-05,176,699424,25040,880,157,155
L0076,2025-06-06,183,340563,2803,549,179,157
L0076,2025-06-07,217,840875,13920,1519,198,179
L0076,2025-06-08,203,668073,9431,1015,180,168
L0076,2025-06-09,136,448392,19300,816,126,109
L0076,2025-06-10,149,513007,4468,894,142,136
L0076,2025-06-11,165,711645,24236,1155,150,129
L0076,2025-06-12,133,334362,12170,798,120,110
L0076,2025-06-13,128,399360,3714,512,115,112
L0076,2025-06-14,213,758919,4929,852,188,173
L0076,2025-06-15,211,543747,543748,633,179,168
L0076,2025-06-16,178,709330,10359,890,177,173
L0076,2025-06-17,176,413600,10099,528,168,164
L0076,2025-06-18,125,345875,11619,625,115,105
L0076,2025-06-19,177,386214,16434,1239,155,147
L0076,2025-06-20,157,610730,17752,628,146,133
L0076,2025-06-21,184,371312,13417,1104,182,157
L0076,2025-06-22,204,443292,14787,1224,176,168
L0076,2025-06-23,143,550550,20706,429,122,120
L0076,2025-06-24,171,709479,16254,1026,147,127
L0076,2025-06-25,174,491028,9088,1044,169,164
L0076,2025-06-26,148,520664,23495,444,144,122
L0076,2025-06-27,139,465372,9571,834,129,118
L0076,2025-06-28,158,526456,7569,1106,151,147
L0076,2025-06-29,191,398808,11843,573,176,158
L0077,2025-01-01,120,309720,3611,480,111,96
L0077,2025-01-02,142,368064,7926,426,123,111
L0077,2025-01-03,146,576262,27549,876,133,115
L0077,2025-01-04,202,487224,14212,1010,192,175
L0077,2025-01-05,154,687764,12401,1078,137,130
L0077,2025-01-06,159,644268,28827,954,142,130
L0077,2025-01-07,123,489786,9864,738,116,111
L0077,2025-01-08,131,298418,3245,917,126,122
L0077,2025-01-09,124,270196,270197,744,116,109
L0077,2025-01-10,145,354235,7268,1015,123,110
L0077,2025-01-11,190,494190,20695,950,180,159
L0077,2025-01-12,198,848034,31211,1188,196,172
L0077,2025-01-13,167,432363,11081,668,153,143
L0077,2025-01-14,150,479700,3390,600,145,139
L0077,2025-01-15,127,356743,7882,635,117,109
L0077,2025-01-16,132,381612,15459,396,123,111
L0077,2025-01-17,157,671332,25376,471,147,136
L0077,2025-01-18,179,752695,21311,1253,152,131
L0077,2025-01-19,197,577407,13302,,190,168
L0077,2025-01-20,167,562957,7298,835,158,137
L0077,2025-01-21,144,276624,4051,720,142,126
L0077,2025-01-22,127,344043,2200,635,124,112
L0077,2025-01-23,128,278912,2403,896,122,106
L0077,2025-01-24,146,341786,3089,730,126,124
L0077,2025-01-25,178,736564,12991,534,151,131
L0077,2025-01-26,143,525525,3249,715,142,128
L0077,2025-01-27,156,519792,25326,936,146,137
L0077,2025-01-28,162,296784,11243,1134,158,149
L0077,2025-01-29,121,355619,5407,605,117,101
L0077,2025-01-30,135,360045,5481,540,133,127
L0077,2025-01-31,143,316173,6097,858,141,123
L0077,2025-02-01,179,470591,12390,716,159,139
UNKNOWN,2025-02-02,191,808312,33893,764,179,176
L0077,2025-02-03,121,514371,20779,484,116,104
L0077,2025-02-04,146,499174,14369,584,135,121
L0077,2025-02-05,118,252048,3837,590,101,88
L0077,2025-02-06,126,397152,17583,882,124,108
L0077,2025-02-07,150,538650,18968,600,146,138
L0077,2025-02-08,187,711535,11253,935,183,158
L0077,2025-02-09,198,591822,9859,1386,180,163
L0077,2025-02-10,157,295474,4178,471,142,135
L0077,2025-02-11,171,390393,13977,513,167,163
L0077,2025-02-12,131,579675,24291,917,129,126
L0077,2025-02-13,152,471656,15655,456,131,115
L0077,2025-02-14,119,358904,6860,595,116,99
L0077,2025-02-15,148,436896,9915,444,137,117
L0077,2025-02-16,186,753300,14389,558,171,161
L0077,2025-02-17,167,382931,12629,1169,147,130
L0077,2025-02-18,158,369562,13973,632,137,130
L0077,2025-02-19,133,345933,4592,665,128,126
L0077,2025-02-20,133,435974,6283,665,127,117
L0077,2025-02-21,169,499057,21638,1014,153,151
L0077,2025-02-22,146,285576,4523,730,143,124
L0077,2025-02-23,201,591342,5991,1407,176,162
L0077,2025-02-24,150,526350,21231,600,128,111
L0077,2025-02-25,128,461952,5014,768,112,98
L0077,2025-02-26,132,492360,10175,792,121,110
L0077,2025-02-27,171,365427,1947,1197,165,159
L0077,2025-02-28,135,295920,12621,675,116,107
L0077,2025-03-01,146,451432,20984,438,143,127
L0077,2025-03-02,156,513396,24442,780,136,127
L0077,2025-03-03,138,333546,7653,414,134,126
L0077,2025-03-04,133,385700,15791,798,130,126
L0077,2025-03-05,120,487680,19619,600,111,109
L0077,2025-03-06,124,467232,8666,620,116,110
L0077,2025-03-07,154,618618,9920,924,152,146
L0077,2025-03-08,196,429436,14564,1372,167,154
L0077,2025-03-09,160,487520,10479,800,150,128
L0077,2025-03-10,170,479740,14504,850,158,148
L0077,2025-03-11,140,361200,17304,420,127,112
L0077,2025-03-12,139,526532,9268,973,131,118
L0077,2025-03-13,116,410988,9019,812,115,107
L0077,2025-03-14,132,296340,4345,660,119,101
L0077,2025-03-15,162,432378,6124,972,144,136
L0077,2025-03-16,191,434143,13186,1146,166,151
L0077,2025-03-17,162,408402,7348,810,145,125
L0077,2025-03-18,121,307703,4692,847,118,113
L0077,2025-03-19,136,538968,12399,544,124,106
L0077,2025-03-20,122,341722,13382,732,106,91
L0077,2025-03-21,159,475251,20246,477,153,138
L0077,2025-03-21,159,475251,20246,477,153,138
L0077,2025-03-22,183,759450,15218,1281,171,163
L0077,2025-03-23,140,499100,11789,980,132,124
L0077,2025-03-24,129,357588,10039,645,120,112
L0077,2025-03-25,154,640640,18432,1078,153,150
L0077,2025-03-26,162,468342,7585,648,160,139
L0077,2025-03-27,159,412287,14955,1113,138,136
L0077,2025-03-28,166,299796,10425,830,149,142
L0077,2025-03-29,199,450735,6324,1194,192,180
L0077,2025-03-30,162,615600,8618,648,141,127
L0077,2025-03-31,167,665996,6395,501,153,149
L0077,2025-04-01,119,483140,12656,595,105,92
L0077,2025-04-02,165,400455,7864,825,150,144
L0077,2025-04-03,120,430560,18973,360,108,96
L0077,2025-04-04,142,587028,11524,568,133,126
L0077,2025-04-05,140,523460,5836,840,131,124
L0077,2025-04-06,193,574368,13238,579,176,173
L0077,2025-04-07,172,760584,5322,688,170,155
L0077,2025-04-08,145,632780,6415,580,130,118
L0077,2025-04-09,122,536678,14724,854,120,102
L0077,2025-04-10,141,588957,26277,705,122,105
L0077,2025-04-11,137,442099,5865,411,120,111
L0077,2025-04-12,189,411264,14163,1323,174,151
L0077,2025-04-13,171,579006,9336,1197,166,158
L0077,2025-04-14,149,383228,14426,1043,145,129
L0077,2025-04-15,145,386715,18609,870,129,117
L0077,2025-04-16,120,274080,11953,480,112,110
L0077,2025-04-17,160,639040,31487,800,152,147
L0077,2025-04-18,163,469440,7093,652,159,144
L0077,2025-04-19,178,399788,6123,712,160,155
L0077,2025-04-20,151,489089,4064,1057,132,124
L0077,2025-04-21,122,444446,18089,732,112,99
L0077,2025-04-22,115,353280,5142,690,101,99
L0077,2025-04-23,140,586460,6441,560,124,117
L0077,2025-04-24,153,606645,5045,1071,132,126
L0077,2025-04-25,155,442215,4709,465,146,134
L0077,2025-04-26,193,842445,11135,965,176,165
L0077,2025-04-27,172,759036,37851,1204,163,143
L0077,2025-04-28,148,416472,6303,888,146,126
L0077,2025-04-29,149,610304,18357,447,137,132
L0077,2025-04-30,120,280560,2498,840,107,93
L0077,2025-05-01,155,530720,24405,465,145,143
L0077,2025-05-02,149,492743,17598,1043,132,121
L0077,2025-05-03,175,431725,4729,1050,150,129
L0077,2025-05-04,199,587050,18640,995,179,174
L0077,2025-05-05,155,550250,7212,775,131,118
L0077,2025-05-06,162,292086,1902,972,156,141
L0077,2025-05-07,157,523909,24477,471,152,136
L0077,2025-05-08,168,576072,10589,504,165,145
L0077,2025-05-09,119,243831,1894,714,117,115
L0077,2025-05-10,139,505265,7228,834,125,115
L0077,2025-05-11,172,588756,16254,1204,169,155
L0077,2025-05-12,151,570931,14202,1057,149,147
L0077,2025-05-13,149,462198,4890,1043,139,119
L0077,2025-05-14,140,397040,13710,980,127,116
L0077,2025-05-15,145,307690,2317,870,133,130
L0077,2025-05-16,167,615562,18245,1169,157,135
L0077,2025-05-17,137,349624,13512,822,128,117
L0077,2025-05-18,141,612927,28050,846,123,118
L0077,2025-05-19,139,410189,5784,695,125,110
L0077,2025-05-20,135,457650,11879,945,133,126
L0077,2025-05-21,165,632940,15998,1155,157,138
L0077,2025-05-22,169,331240,14527,1183,150,143
L0077,2025-05-23,156,551148,15642,780,149,145
L0077,2025-05-24,145,544185,18542,435,144,127
L0077,2025-05-25,182,524888,22966,1092,162,147
L0077,2025-05-26,140,350700,8147,420,122,115
L0077,2025-05-27,138,464370,8558,414,125,109
L0077,2025-05-28,130,419640,11398,650,115,109
L0077,2025-05-29,152,544920,26832,608,147,144
L0077,2025-05-30,119,337246,6597,357,111,97
L0077,2025-05-31,167,505509,3451,1169,143,124
L0077,2025-06-01,140,402920,15314,420,139,131
L0077,2025-06-02,130,519740,18147,390,127,125
L0077,2025-06-03,152,407208,14612,760,132,116
L0077,2025-06-04,163,643198,12839,978,152,131
L0077,2025-06-05,147,393372,16359,1029,131,111
L0077,2025-06-06,158,382518,8220,632,142,126
L0077,2025-06-07,199,465262,14877,796,180,164
L0077,2025-06-08,143,560703,10077,572,128,124
L0077,2025-06-09,128,562176,3011,512,122,110
L0077,2025-06-10,137,448538,20169,822,120,108
L0077,2025-06-11,127,472059,20363,889,126,123
L0077,2025-06-12,136,401880,15354,408,116,106
L0077,2025-06-13,165,516450,4731,825,161,153
L0077,2025-06-14,186,554838,8100,1302,159,150
L0077,2025-06-15,148,440596,19791,444,141,132
L0077,2025-06-16,125,285375,5694,875,114,108
L0077,2025-06-17,119,264418,13034,833,118,105
L0077,2025-06-18,165,534765,24248,1155,149,145
L0077,2025-06-19,147,533022,6353,441,138,117
L0077,2025-06-20,155,553970,23734,465,138,132
L0077,2025-06-21,193,644427,22477,1351,177,163
L0077,2025-06-22,156,282360,4744,624,144,131
L0077,2025-06-23,154,421960,14265,462,135,127
L0077,2025-06-24,127,236728,3339,635,126,109
L0077,2025-06-25,162,422658,11224,1134,138,134
L0077,2025-06-26,162,539946,21078,486,149,150
L0077,2025-06-27,155,390290,16062,930,138,126
L0077,2025-06-28,139,447580,19816,834,126,119
L0077,2025-06-29,156,634920,4613,468,147,141
L0078,2025-01-01,119,270011,13347,833,109,94
L0078,2025-01-02,85,306425,6253,425,77,72
L0078,2025-01-03,92,216016,8467,552,87,78
L0078,2025-01-04,116,225736,1815,812,106,92
L0078,2025-01-05,120,346320,2503,600,112,106
L0078,2025-01-06,91,299936,10726,455,77,75
L0078,2025-01-07,103,252968,1951,721,93,91
L0078,2025-01-08,106,401104,16581,742,92,83
L0078,2025-01-09,89,240389,7314,623,83,71
L0078,2025-01-10,114,364116,16762,570,99,94
L0078,2025-01-11,105,397635,16740,315,99,95
L0078,2025-01-12,103,378113,16823,618,94,87
L0078,2025-01-13,101,293708,7047,707,91,88
L0078,2025-01-14,120,248400,12274,360,103,100
L0078,2025-01-15,85,232050,2586,510,78,76
L0078,2025-01-16,94,392826,16920,376,81,71
L0078,2025-01-17,100,423800,4280,600,91,79
L0078,2025-01-18,119,532763,21472,357,115,111
L0078,2025-01-19,102,366282,17864,510,93,86
L0078,2025-01-20,87,313635,6693,435,82,74
L0078,2025-01-21,120,223800,5132,480,112,101
L0078,2025-01-23,121,490292,10319,363,104,102
L0078,2025-01-24,95,195795,6124,475,82,78
L0078,2025-01-25,104,189176,1433,728,101,87
L0078,2025-01-26,104,412880,8063,312,98,85
L0078,2025-01-27,86,320522,2338,602,78,70
L0078,2025-01-28,113,438101,4022,791,96,87
L0078,2025-01-29,97,370734,12954,582,88,87
L0078,2025-01-30,114,370728,2338,570,112,103
L0078,2025-01-31,94,194298,1095,658,93,90
L0078,2025-02-01,113,290410,11214,452,104,90
L0078,2025-02-02,124,533448,17039,868,119,116
L0078,2025-02-03,92,244260,4143,552,85,72
L0078,2025-02-04,124,247132,11112,372,120,106
L0078,2025-02-05,93,392088,5955,279,80,72
L0078,2025-02-06,95,389120,11745,285,81,69
L0078,2025-02-07,89,389909,5052,623,82,75
L0078,2025-02-08,117,391014,13465,819,102,97
L0078,2025-02-09,148,404188,17402,740,140,126
L0078,2025-02-10,102,228276,10670,408,87,82
L0078,2025-02-11,105,286545,12049,525,97,96
L0078,2025-02-12,107,437309,4134,642,106,90
L0078,2025-02-13,122,423950,13893,488,108,102
L0078,2025-02-14,126,453852,17820,630,111,103
L0078,2025-02-15,123,278349,10601,861,111,102
L0078,2025-02-16,103,292211,8875,309,90,77
L0078,2025-02-17,105,414015,15434,315,103,101
L0078,2025-02-18,126,256032,11379,630,120,118
L0078,2025-02-19,121,484605,4204,484,105,95
L0078,2025-02-21,91,293748,3343,455,80,71
L0078,2025-02-22,143,639496,15233,858,130,115
L0078,2025-02-23,132,294228,5472,924,119,102
L0078,2025-02-24,107,387126,2340,321,105,102
L0078,2025-02-25,116,311576,11766,696,112,106
L0078,2025-02-26,126,402948,6046,378,124,120
L0078,2025-02-27,125,277375,7851,750,111,109
L0078,2025-02-28,99,218790,7702,594,95,90
L0078,2025-03-01,114,496242,19391,684,106,94
L0078,2025-03-02,121,458348,3640,605,114,107
L0078,2025-03-03,104,246896,3563,416,89,81
L0078,2025-03-04,124,512492,25312,372,107,100
L0078,2025-03-05,99,207702,5715,594,97,88
L0078,2025-03-06,107,418370,7648,321,94,86
L0078,2025-03-07,89,221254,10170,267,80,77
L0078,2025-03-08,138,381708,9556,966,119,104
L0078,2025-03-09,134,583704,8028,804,120,108
L0078,2025-03-10,109,242089,7240,545,97,95
L0078,2025-03-11,115,292905,13888,805,101,96
L0078,2025-03-12,90,183690,3492,360,82,81
L0078,2025-03-13,86,302548,2546,258,83,72
L0078,2025-03-14,122,220576,5190,854,112,100
L0078,2025-03-15,149,448192,13486,894,128,115
L0078,2025-03-16,126,286272,2975,504,112,97
L0078,2025-03-17,86,189630,4668,344,82,78
L0078,2025-03-18,114,248976,6553,342,103,102
L0078,2025-03-19,108,318060,5119,540,92,80
L0078,2025-03-20,97,340373,7035,485,85,78
L0078,2025-03-21,123,279948,5932,369,113,109
L0078,2025-03-22,143,631774,6921,715,140,131
L0078,2025-03-23,133,507794,18629,665,124,112
L0078,2025-03-24,92,257692,8126,552,91,78
L0078,2025-03-25,85,220915,4019,340,75,69
L0078,2025-03-26,125,539375,9700,500,112,107
L0078,2025-03-27,87,232464,1944,261,77,72
L0078,2025-03-28,97,308460,6202,679,91,81
L0078,2025-03-29,106,407146,14474,318,90,79
L0078,2025-03-30,150,429450,6813,600,144,124
L0078,2025-03-31,107,412699,19190,535,94,88
L0078,2025-04-01,88,162976,3866,528,80,73
L0078,2025-04-02,108,485244,4757,540,94,85
L0078,2025-04-03,100,440600,8281,300,96,92
L0078,2025-04-04,112,458080,10642,560,98,95
L0078,2025-04-05,103,371006,7916,309,91,83
L0078,2025-04-06,147,569184,11589,1029,139,127
L0078,2025-04-07,94,306910,5361,376,89,81
L0078,2025-04-08,105,199500,8002,735,89,76
L0078,2025-04-09,90,287010,11564,360,86,74
L0078,2025-04-10,109,480363,14938,436,105,104
L0078,2025-04-11,104,242216,5974,520,100,89
L0078,2025-04-12,129,534318,5466,903,112,109
L0078,2025-04-13,109,438180,7994,436,106,92
L0078,2025-04-14,120,466080,9901,720,104,102
L0078,2025-04-15,100,426700,9845,400,96,82
L0078,2025-04-17,86,199692,1014,602,81,70
L0078,2025-04-18,117,270621,5228,585,100,95
L0078,2025-04-19,106,468626,23299,742,90,86
L0078,2025-04-21,106,255672,11553,636,92,81
L0078,2025-04-22,105,289800,10367,735,103,97
L0078,2025-04-23,89,365523,2067,356,77,74
L0078,2025-04-24,110,267850,10564,550,97,88
L0078,2025-04-25,108,281016,6285,540,100,95
L0078,2025-04-26,150,331800,6296,1050,143,138
L0078,2025-04-27,152,423472,7094,608,129,115
L0078,2025-04-28,104,441480,8205,520,95,84
L0078,2025-04-29,108,428004,16555,648,105,99
L0078,2025-04-30,119,504322,23324,595,102,95
L0078,2025-05-01,86,322156,9365,516,81,70
L0078,2025-05-02,120,479520,9152,840,105,104
L0078,2025-05-03,105,328020,5930,420,90,77
L0078,2025-05-04,150,568500,22383,1050,146,132
L0078,2025-05-05,90,384300,11848,630,87,83
L0078,2025-05-06,102,294474,2078,306,86,81
L0078,2025-05-07,103,271199,11365,412,100,89
L0078,2025-05-08,113,480250,5675,678,110,97
L0078,2025-05-09,105,261870,8986,630,96,88
L0078,2025-05-10,128,503680,8322,896,118,108
L0078,2025-05-11,146,420042,7313,438,127,113
L0078,2025-05-12,98,265580,7953,,94,87
L0078,2025-05-13,127,554736,8665,762,112,102
L0078,2025-05-14,104,261248,12922,520,95,82
L0078,2025-05-15,113,325666,2285,791,111,99
L0078,2025-05-16,121,304799,14160,605,117,108
L0078,2025-05-17,117,416520,17539,351,105,92
L0078,2025-05-18,136,487016,9783,816,134,118
L0078,2025-05-19,103,235046,5227,412,97,96
L0078,2025-05-20,101,412383,6249,606,98,87
L0078,2025-05-21,125,436250,11911,875,112,99
L0078,2025-05-22,119,519316,12380,595,103,102
L0078,2025-05-23,115,388240,9387,345,102,91
L0078,2025-05-24,144,354384,6331,1008,138,129
L0078,2025-05-25,115,288075,6983,345,107,93
L0078,2025-05-26,115,278300,3926,345,98,96
L0078,2025-05-27,94,207364,5455,282,85,79
L0078,2025-05-28,112,360976,15285,560,103,93
L0078,2025-05-29,108,200016,9540,324,104,96
L0078,2025-05-30,100,401000,11569,300,96,90
L0078,2025-05-31,144,524304,24466,576,129,113
L0078,2025-06-01,124,483848,20759,372,120,113
L0078,2025-06-02,87,223155,5161,348,82,77
L0078,2025-06-03,88,270248,9060,616,77,66
L0078,2025-06-04,106,422622,6407,424,93,85
L0078,2025-06-05,88,384296,8983,616,86,79
L0078,2025-06-06,97,279942,13564,679,94,90
L0078,2025-06-07,111,264513,2174,666,94,93
L0078,2025-06-08,125,266875,6449,750,107,95
L0078,2025-06-09,100,194700,7644,500,88,83
L0078,2025-06-10,89,397652,4534,356,84,77
L0078,2025-06-11,89,296192,12075,534,85,83
L0078,2025-06-12,125,280625,3423,750,115,98
L0078,2025-06-13,121,404261,13237,363,116,114
L0078,2025-06-14,106,327116,2164,742,96,82
L0078,2025-06-15,143,462605,13993,1001,141,120
L0078,2025-06-16,117,446238,17206,819,111,107
L0078,2025-06-17,124,242048,4835,868,119,103
L0078,2025-06-18,115,465175,7598,690,101,89
L0078,2025-06-19,113,432338,8749,678,102,100
L0078,2025-06-20,104,256360,11328,416,102,94
L0078,2025-06-21,111,457209,15239,333,99,85
L0078,2025-06-22,105,391545,13007,315,89,86
L0078,2025-06-23,108,471744,3407,648,97,93
L0078,2025-06-24,120,452040,5618,480,118,101
L0078,2025-06-25,94,379290,9397,564,79,71
L0078,2025-06-26,91,164528,7842,546,81,79
L0078,2025-06-27,118,317184,9836,590,114,110
L0078,2025-06-28,146,569254,22977,438,128,115
L0078,2025-06-29,118,332760,4017,708,109,101
L0079,2025-01-01,85,287215,11725,340,79,73
L0079,2025-01-02,99,385902,18834,396,97,90
L0079,2025-01-03,123,487080,8206,369,108,107
L0079,2025-01-04,131,246804,5755,393,126,123
L0079,2025-01-05,113,387816,14579,791,97,89
L0079,2025-01-06,117,465777,19362,819,105,100
L0079,2025-01-07,108,414936,7374,756,102,94
L0079,2025-01-08,126,372834,5839,378,115,99
L0079,2025-01-09,90,223470,8170,630,76,69
L0079,2025-01-10,104,348192,11029,416,95,93
L0079,2025-01-11,139,471349,9884,417,118,110
L0079,2025-01-12,130,394940,9165,520,114,106
L0079,2025-01-13,108,453924,8221,324,107,102
L0079,2025-01-14,85,274975,5391,340,76,67
L0079,2025-01-15,93,277791,2519,372,83,78
L0079,2025-01-16,126,303282,13541,504,118,101
L0079,2025-01-18,120,494400,16746,480,104,90
L0079,2025-01-19,119,354739,3598,476,107,102
L0079,2025-01-20,106,227264,11120,424,90,87
L0079,2025-01-21,91,238329,4687,364,87,77
L0079,2025-01-22,101,427028,9713,404,100,89
L0079,2025-01-23,120,284160,2330,600,110,104
L0079,2025-01-24,113,243289,6759,678,102,96
L0079,2025-01-25,148,342472,9824,740,139,134
L0079,2025-01-26,118,312700,3213,354,112,100
L0079,2025-01-27,105,200445,1521,420,95,90
L0079,2025-01-28,108,427248,2323,432,92,89
L0079,2025-01-29,95,289275,5900,380,90,79
L0079,2025-01-30,100,245200,4632,600,99,89
L0079,2025-01-31,106,268286,4031,318,91,80
L0079,2025-02-01,129,277221,2697,774,112,96
L0079,2025-02-02,102,295698,6553,612,95,88
L0079,2025-02-03,88,271832,10996,528,74,69
L0079,2025-02-04,121,462704,15476,484,109,97
L0079,2025-02-05,124,528860,14675,372,120,107
L0079,2025-02-06,104,412152,11359,312,97,88
L0079,2025-02-07,111,256077,8081,666,110,98
L0079,2025-02-08,123,342309,12793,738,116,100
L0079,2025-02-09,107,411308,6660,321,102,95
L0079,2025-02-10,112,498848,20143,336,98,94
L0079,2025-02-11,94,252014,11642,564,90,78
L0079,2025-02-12,122,398818,17993,488,116,99
L0079,2025-02-13,95,309035,8729,570,86,85
L0079,2025-02-14,114,271092,4803,456,108,107
L0079,2025-02-15,103,254410,9494,515,96,95
L0079,2025-02-16,111,442779,17436,777,100,87
L0079,2025-02-17,104,431288,12437,728,93,87
L0079,2025-02-18,90,365310,13012,270,76,75
L0079,2025-02-19,96,325440,15446,480,87,81
L0079,2025-02-20,89,235850,9451,267,88,81
L0079,2025-02-21,94,302586,3952,376,89,82
L0079,2025-02-22,126,252378,4157,630,115,100
L0079,2025-02-23,146,627508,7123,438,126,111
L0079,2025-02-24,90,202590,4116,270,88,76
L0079,2025-02-26,116,486620,9329,464,102,87
L0079,2025-02-27,110,409090,11263,550,107,103
L0079,2025-02-28,90,316080,13182,360,87,84
L0079,2025-03-01,118,220896,1262,354,114,102
L0079,2025-03-02,141,306675,13417,564,130,111
L0079,2025-03-03,115,385710,3986,805,103,90
L0079,2025-03-04,92,335524,11244,644,89,88
L0079,2025-03-05,107,425432,4932,428,91,85
L0079,2025-03-06,99,336600,4107,396,85,74
L0079,2025-03-07,106,202566,6929,424,94,86
L0079,2025-03-08,144,383040,14793,576,138,137
L0079,2025-03-09,101,366125,18000,505,86,79
L0079,2025-03-10,104,269672,1613,624,95,83
L0079,2025-03-11,89,161713,2165,267,87,84
L0079,2025-03-12,115,403995,6093,345,107,94
L0079,2025-03-13,112,501536,17396,672,101,93
L0079,2025-03-14,104,329368,4689,728,92,89
L0079,2025-03-15,149,518669,8040,596,147,134
L0079,2025-03-16,129,418089,2726,903,128,116
L0079,2025-03-17,89,278125,4958,534,87,83
L0079,2025-03-18,115,473800,3138,690,106,99
L0079,2025-03-19,87,299628,9526,609,74,71
L0079,2025-03-20,119,320943,14994,714,102,100
L0079,2025-03-21,108,377676,14829,540,106,103
L0079,2025-03-22,131,588976,18742,917,119,110
L0079,2025-03-23,145,267525,9851,1015,132,121
L0079,2025-03-24,92,274620,7237,460,78,72
L0079,2025-03-25,115,476905,7428,460,114,101
L0079,2025-03-26,111,490065,9617,666,95,93
L0079,2025-03-27,100,306500,7213,400,95,94
L0079,2025-03-28,117,246987,4138,351,106,92
L0079,2025-03-29,103,298700,14310,618,99,93
L0079,2025-03-30,146,541806,25433,876,143,135
L0079,2025-03-31,106,353298,12600,318,104,93
L0079,2025-04-01,125,514375,20407,500,122,105
L0079,2025-04-02,95,276355,9861,380,84,73
L0079,2025-04-03,93,291462,9761,465,82,73
L0079,2025-04-04,106,347680,3293,424,99,87
L0079,2025-04-05,107,418049,7335,321,95,82
L0079,2025-04-06,136,378216,12734,952,126,125
L0079,2025-04-07,92,265052,3219,368,80,79
L0079,2025-04-08,103,234737,5052,309,91,83
L0079,2025-04-09,104,348192,4946,416,102,95
L0079,2025-04-10,91,241514,3832,546,78,67
L0079,2025-04-11,122,498980,22776,732,117,108
L0079,2025-04-12,133,346598,10340,399,127,119
L0079,2025-04-13,149,302470,9460,745,134,129
L0079,2025-04-14,101,370468,8229,606,97,83
L0079,2025-04-15,91,218764,9040,455,79,71
L0079,2025-04-16,110,474650,9299,440,103,97
L0079,2025-04-17,88,302280,7352,264,87,82
L0079,2025-04-18,84,218064,3534,420,76,66
L0079,2025-04-19,148,473156,5925,444,131,128
L0079,2025-04-20,113,210971,3263,678,102,87
L0079,2025-04-21,112,209216,1527,336,97,88
L0079,2025-04-22,89,289962,14207,623,79,77
L0079,2025-04-23,123,455838,10229,738,121,116
L0079,2025-04-24,126,407862,13862,882,121,104
L0079,2025-04-25,101,429553,20212,404,89,78
L0079,2025-04-26,144,540288,10108,1008,142,130
L0079,2025-04-26,144,540288,10108,1008,142,130
L0079,2025-04-27,122,237046,10891,732,105,104
L0079,2025-04-28,103,418592,18342,309,100,86
L0079,2025-04-29,89,283999,8106,534,85,73
L0079,2025-04-29,89,283999,8106,534,85,73
L0079,2025-04-30,98,380926,8511,686,96,85
L0079,2025-05-01,125,225375,4889,625,123,118
L0079,2025-05-02,122,433344,8898,854,111,103
L0079,2025-05-03,119,472787,21249,476,117,116
L0079,2025-05-04,138,576012,6927,552,134,122
L0079,2025-05-05,119,406266,14755,476,101,93
L0079,2025-05-06,88,249480,3655,528,84,81
L0079,2025-05-07,107,419440,6316,642,94,86
L0079,2025-05-08,85,369155,9685,425,81,75
L0079,2025-05-09,84,291900,9506,504,80,75
L0079,2025-05-10,109,417688,17081,327,105,91
L0079,2025-05-11,120,287760,9179,480,116,103
L0079,2025-05-12,101,266034,10007,404,99,90
L0079,2025-05-13,101,219170,9185,404,95,93
L0079,2025-05-14,96,299616,8365,576,85,81
L0079,2025-05-15,109,237075,7794,327,104,99
