location_id,business_date,reason
L0092,2025-05-23,NO_SOURCE_ROW
L0092,2025-06-08,REJECTED_SOURCE
L0092,2025-06-12,NO_SOURCE_ROW
L0092,2025-06-16,NO_SOURCE_ROW
L0093,2025-04-13,REJECTED_SOURCE
L0093,2025-04-30,NO_SOURCE_ROW
L0093,2025-05-09,NO_SOURCE_ROW
L0093,2025-05-20,NO_SOURCE_ROW
L0093,2025-06-07,REJECTED_SOURCE
L0093,2025-06-14,NO_SOURCE_ROW
L0094,2025-01-02,REJECTED_SOURCE
L0094,2025-01-10,REJECTED_SOURCE
L0094,2025-03-19,NO_SOURCE_ROW
L0094,2025-06-18,REJECTED_SOURCE
L0095,2025-01-30,REJECTED_SOURCE
L0095,2025-02-21,REJECTED_SOURCE
L0095,2025-03-21,NO_SOURCE_ROW
L0095,2025-04-02,REJECTED_SOURCE
L0095,2025-04-06,REJECTED_SOURCE
L0095,2025-05-10,REJECTED_SOURCE
L0095,2025-06-12,NO_SOURCE_ROW
L0096,2025-01-02,REJECTED_SOURCE
L0096,2025-01-06,NO_SOURCE_ROW
L0096,2025-01-25,NO_SOURCE_ROW
L0096,2025-02-05,REJECTED_SOURCE
L0096,2025-02-20,REJECTED_SOURCE
L0096,2025-03-11,REJECTED_SOURCE
L0096,2025-04-03,NO_SOURCE_ROW
L0096,2025-04-07,REJECTED_SOURCE
L0097,2025-02-16,REJECTED_SOURCE
L0097,2025-03-27,NO_SOURCE_ROW
L0097,2025-03-31,REJECTED_SOURCE
L0097,2025-04-09,REJECTED_SOURCE
L0097,2025-04-17,REJECTED_SOURCE
L0097,2025-04-18,NO_SOURCE_ROW
L0097,2025-06-06,REJECTED_SOURCE
L0098,2025-01-19,REJECTED_SOURCE
L0098,2025-01-23,REJECTED_SOURCE
L0098,2025-02-06,REJECTED_SOURCE
L0098,2025-02-18,REJECTED_SOURCE
L0098,2025-03-21,REJECTED_SOURCE
L0098,2025-05-27,REJECTED_SOURCE
L0098,2025-06-22,REJECTED_SOURCE
L0099,2025-01-03,NO_SOURCE_ROW
L0099,2025-02-23,REJECTED_SOURCE
L0099,2025-03-29,REJECTED_SOURCE
L0099,2025-04-13,NO_SOURCE_ROW
L0099,2025-05-18,REJECTED_SOURCE
L0099,2025-05-19,NO_SOURCE_ROW
L0099,2025-06-18,REJECTED_SOURCE
L0099,2025-06-27,NO_SOURCE_ROW
L0100,2025-01-07,REJECTED_SOURCE
L0100,2025-01-26,REJECTED_SOURCE
L0100,2025-02-03,NO_SOURCE_ROW
L0100,2025-02-08,REJECTED_SOURCE
L0100,2025-02-10,NO_SOURCE_ROW
L0100,2025-02-13,REJECTED_SOURCE
L0100,2025-03-25,NO_SOURCE_ROW
L0100,2025-03-31,REJECTED_SOURCE
L0100,2025-04-06,NO_SOURCE_ROW
L0100,2025-05-16,REJECTED_SOURCE
L0100,2025-05-30,REJECTED_SOURCE
L0100,2025-06-17,NO_SOURCE_ROW
L0100,2025-06-21,REJECTED_SOURCE
L0100,2025-06-29,REJECTED_SOURCE
L0101,2025-02-14,REJECTED_SOURCE
L0101,2025-04-30,REJECTED_SOURCE
L0101,2025-06-22,REJECTED_SOURCE
L0102,2025-01-14,REJECTED_SOURCE
L0102,2025-02-06,REJECTED_SOURCE
L0102,2025-03-22,REJECTED_SOURCE
L0102,2025-04-04,NO_SOURCE_ROW
L0102,2025-04-22,NO_SOURCE_ROW
L0102,2025-05-21,REJECTED_SOURCE
L0103,2025-05-31,NO_SOURCE_ROW
L0104,2025-01-07,NO_SOURCE_ROW
L0104,2025-01-25,NO_SOURCE_ROW
L0104,2025-02-03,NO_SOURCE_ROW
L0104,2025-02-19,REJECTED_SOURCE
L0104,2025-03-08,REJECTED_SOURCE
L0104,2025-05-04,REJECTED_SOURCE
L0104,2025-06-25,REJECTED_SOURCE
L0105,2025-01-10,NO_SOURCE_ROW
L0105,2025-03-16,NO_SOURCE_ROW
L0105,2025-05-11,REJECTED_SOURCE
L0105,2025-06-06,NO_SOURCE_ROW
L0105,2025-06-27,NO_SOURCE_ROW
L0106,2025-01-09,REJECTED_SOURCE
L0106,2025-01-11,NO_SOURCE_ROW
L0106,2025-01-25,REJECTED_SOURCE
L0106,2025-02-28,NO_SOURCE_ROW
L0106,2025-04-03,NO_SOURCE_ROW
L0106,2025-05-02,REJECTED_SOURCE
L0107,2025-01-12,NO_SOURCE_ROW
L0107,2025-02-25,REJECTED_SOURCE
L0107,2025-03-11,REJECTED_SOURCE
L0107,2025-06-01,REJECTED_SOURCE
L0107,2025-06-20,NO_SOURCE_ROW
L0108,2025-01-01,REJECTED_SOURCE
L0108,2025-02-20,NO_SOURCE_ROW
L0108,2025-03-09,NO_SOURCE_ROW
L0108,2025-04-27,REJECTED_SOURCE
L0108,2025-04-30,REJECTED_SOURCE
L0108,2025-05-31,NO_SOURCE_ROW
L0109,2025-02-03,REJECTED_SOURCE
L0109,2025-03-30,REJECTED_SOURCE
L0109,2025-04-06,NO_SOURCE_ROW
L0109,2025-05-31,REJECTED_SOURCE
L0109,2025-06-09,NO_SOURCE_ROW
L0110,2025-02-14,NO_SOURCE_ROW
L0110,2025-05-07,NO_SOURCE_ROW
L0110,2025-06-25,REJECTED_SOURCE
L0111,2025-03-17,NO_SOURCE_ROW
L0111,2025-04-03,REJECTED_SOURCE
L0111,2025-04-07,REJECTED_SOURCE
L0111,2025-05-10,REJECTED_SOURCE
L0111,2025-06-12,REJECTED_SOURCE
L0111,2025-06-20,REJECTED_SOURCE
L0111,2025-06-28,REJECTED_SOURCE
L0112,2025-01-07,NO_SOURCE_ROW
L0112,2025-02-19,NO_SOURCE_ROW
L0112,2025-04-09,NO_SOURCE_ROW
L0112,2025-05-04,NO_SOURCE_ROW
L0112,2025-05-13,NO_SOURCE_ROW
L0112,2025-06-08,NO_SOURCE_ROW
L0112,2025-06-13,NO_SOURCE_ROW
L0112,2025-06-14,REJECTED_SOURCE
L0112,2025-06-21,NO_SOURCE_ROW
L0113,2025-01-04,NO_SOURCE_ROW
L0113,2025-01-22,NO_SOURCE_ROW
L0113,2025-01-29,REJECTED_SOURCE
L0113,2025-02-08,REJECTED_SOURCE
L0113,2025-03-27,NO_SOURCE_ROW
L0113,2025-04-14,REJECTED_SOURCE
L0113,2025-04-23,REJECTED_SOURCE
L0113,2025-04-29,REJECTED_SOURCE
L0114,2025-01-15,REJECTED_SOURCE
L0114,2025-01-24,NO_SOURCE_ROW
L0114,2025-01-26,NO_SOURCE_ROW
L0114,2025-02-06,REJECTED_SOURCE
L0114,2025-02-12,REJECTED_SOURCE
L0114,2025-03-07,REJECTED_SOURCE
L0114,2025-03-14,REJECTED_SOURCE
L0114,2025-04-06,REJECTED_SOURCE
L0114,2025-05-04,REJECTED_SOURCE
L0114,2025-06-06,REJECTED_SOURCE
L0114,2025-06-07,REJECTED_SOURCE
L0115,2025-01-18,NO_SOURCE_ROW
L0115,2025-01-24,NO_SOURCE_ROW
L0115,2025-03-26,REJECTED_SOURCE
L0115,2025-04-21,NO_SOURCE_ROW
L0115,2025-06-02,REJECTED_SOURCE
L0115,2025-06-21,REJECTED_SOURCE
L0115,2025-06-22,REJECTED_SOURCE
L0116,2025-01-19,REJECTED_SOURCE
L0116,2025-03-06,REJECTED_SOURCE
L0116,2025-03-07,NO_SOURCE_ROW
L0116,2025-03-15,NO_SOURCE_ROW
L0116,2025-03-31,REJECTED_SOURCE
L0116,2025-04-03,NO_SOURCE_ROW
L0116,2025-04-07,REJECTED_SOURCE
L0116,2025-06-02,REJECTED_SOURCE
L0117,2025-02-05,REJECTED_SOURCE
L0117,2025-03-31,NO_SOURCE_ROW
L0117,2025-04-12,REJECTED_SOURCE
L0117,2025-06-27,NO_SOURCE_ROW
L0118,2025-01-05,REJECTED_SOURCE
L0118,2025-01-30,REJECTED_SOURCE
L0118,2025-05-03,REJECTED_SOURCE
L0118,2025-05-06,NO_SOURCE_ROW
L0118,2025-05-19,NO_SOURCE_ROW
L0118,2025-06-05,NO_SOURCE_ROW
L0118,2025-06-18,NO_SOURCE_ROW
L0119,2025-02-28,REJECTED_SOURCE
L0119,2025-03-28,REJECTED_SOURCE
L0119,2025-04-04,NO_SOURCE_ROW
L0119,2025-04-17,NO_SOURCE_ROW
L0119,2025-05-29,REJECTED_SOURCE
L0120,2025-01-21,NO_SOURCE_ROW
L0120,2025-01-23,NO_SOURCE_ROW
L0120,2025-03-17,NO_SOURCE_ROW
L0120,2025-03-28,REJECTED_SOURCE
L0120,2025-05-15,REJECTED_SOURCE
L0121,2025-04-20,NO_SOURCE_ROW
L0121,2025-05-17,REJECTED_SOURCE
L0121,2025-06-02,NO_SOURCE_ROW
L0121,2025-06-06,NO_SOURCE_ROW
L0122,2025-02-10,REJECTED_SOURCE
L0122,2025-02-21,NO_SOURCE_ROW
L0122,2025-02-27,REJECTED_SOURCE
L0122,2025-03-26,REJECTED_SOURCE
L0122,2025-04-02,REJECTED_SOURCE
L0123,2025-02-02,REJECTED_SOURCE
L0123,2025-02-05,NO_SOURCE_ROW
L0123,2025-03-02,NO_SOURCE_ROW
L0123,2025-04-21,REJECTED_SOURCE
L0123,2025-06-18,NO_SOURCE_ROW
L0123,2025-06-28,NO_SOURCE_ROW
L0124,2025-01-31,NO_SOURCE_ROW
L0124,2025-03-19,REJECTED_SOURCE
L0124,2025-03-28,REJECTED_SOURCE
L0124,2025-04-08,REJECTED_SOURCE
L0124,2025-05-24,NO_SOURCE_ROW
L0124,2025-06-24,NO_SOURCE_ROW
L0125,2025-02-06,NO_SOURCE_ROW
L0125,2025-03-26,REJECTED_SOURCE
L0125,2025-04-22,REJECTED_SOURCE
L0125,2025-05-19,REJECTED_SOURCE
L0125,2025-05-20,NO_SOURCE_ROW
L0126,2025-03-28,NO_SOURCE_ROW
L0126,2025-03-31,NO_SOURCE_ROW
L0126,2025-04-20,REJECTED_SOURCE
L0126,2025-04-25,REJECTED_SOURCE
L0126,2025-05-03,NO_SOURCE_ROW
L0126,2025-05-04,NO_SOURCE_ROW
L0126,2025-05-11,NO_SOURCE_ROW
L0126,2025-06-20,REJECTED_SOURCE
L0127,2025-01-05,NO_SOURCE_ROW
L0127,2025-01-13,NO_SOURCE_ROW
L0127,2025-01-14,NO_SOURCE_ROW
L0127,2025-01-21,NO_SOURCE_ROW
L0127,2025-02-03,REJECTED_SOURCE
L0127,2025-02-09,REJECTED_SOURCE
L0127,2025-02-22,NO_SOURCE_ROW
L0127,2025-03-11,NO_SOURCE_ROW
L0127,2025-03-24,REJECTED_SOURCE
L0127,2025-05-01,REJECTED_SOURCE
L0127,2025-05-28,REJECTED_SOURCE
L0127,2025-06-05,NO_SOURCE_ROW
L0127,2025-06-09,REJECTED_SOURCE
L0128,2025-03-04,NO_SOURCE_ROW
L0128,2025-06-03,NO_SOURCE_ROW
L0128,2025-06-19,NO_SOURCE_ROW
L0129,2025-01-01,REJECTED_SOURCE
L0129,2025-01-24,NO_SOURCE_ROW
L0129,2025-02-18,NO_SOURCE_ROW
L0129,2025-03-07,REJECTED_SOURCE
L0129,2025-03-08,NO_SOURCE_ROW
L0129,2025-03-17,REJECTED_SOURCE
L0129,2025-04-11,REJECTED_SOURCE
L0129,2025-05-19,NO_SOURCE_ROW
L0129,2025-05-20,NO_SOURCE_ROW
L0129,2025-06-25,REJECTED_SOURCE
L0130,2025-01-15,REJECTED_SOURCE
L0130,2025-01-17,NO_SOURCE_ROW
L0130,2025-02-02,REJECTED_SOURCE
L0130,2025-02-11,REJECTED_SOURCE
L0130,2025-03-12,REJECTED_SOURCE
L0130,2025-03-15,REJECTED_SOURCE
L0130,2025-03-25,NO_SOURCE_ROW
L0130,2025-04-04,NO_SOURCE_ROW
L0130,2025-04-11,NO_SOURCE_ROW
L0130,2025-04-23,REJECTED_SOURCE
L0130,2025-06-05,REJECTED_SOURCE
L0130,2025-06-19,REJECTED_SOURCE
L0131,2025-01-17,REJECTED_SOURCE
L0131,2025-02-13,NO_SOURCE_ROW
L0131,2025-03-16,REJECTED_SOURCE
L0131,2025-04-10,NO_SOURCE_ROW
L0132,2025-01-21,NO_SOURCE_ROW
L0132,2025-02-22,NO_SOURCE_ROW
L0132,2025-04-10,REJECTED_SOURCE
L0132,2025-06-02,NO_SOURCE_ROW
L0132,2025-06-09,NO_SOURCE_ROW
L0132,2025-06-15,REJECTED_SOURCE
L0133,2025-01-23,REJECTED_SOURCE
L0133,2025-02-20,NO_SOURCE_ROW
L0133,2025-03-30,REJECTED_SOURCE
L0133,2025-04-04,REJECTED_SOURCE
L0133,2025-04-14,NO_SOURCE_ROW
L0133,2025-05-29,REJECTED_SOURCE
L0133,2025-06-11,NO_SOURCE_ROW
L0133,2025-06-28,NO_SOURCE_ROW
L0134,2025-01-15,REJECTED_SOURCE
L0134,2025-02-14,REJECTED_SOURCE
L0134,2025-03-09,REJECTED_SOURCE
L0134,2025-03-10,REJECTED_SOURCE
L0134,2025-05-08,NO_SOURCE_ROW
L0134,2025-06-05,REJECTED_SOURCE
L0134,2025-06-27,REJECTED_SOURCE
L0135,2025-01-10,REJECTED_SOURCE
L0135,2025-02-11,REJECTED_SOURCE
L0135,2025-03-17,REJECTED_SOURCE
L0135,2025-05-29,NO_SOURCE_ROW
L0136,2025-02-15,REJECTED_SOURCE
L0137,2025-01-31,REJECTED_SOURCE
L0137,2025-02-16,REJECTED_SOURCE
L0137,2025-03-21,REJECTED_SOURCE
L0137,2025-04-13,NO_SOURCE_ROW
L0137,2025-05-17,NO_SOURCE_ROW
L0138,2025-01-30,NO_SOURCE_ROW
L0138,2025-02-04,REJECTED_SOURCE
L0138,2025-03-11,NO_SOURCE_ROW
L0139,2025-01-15,NO_SOURCE_ROW
L0139,2025-01-17,NO_SOURCE_ROW
L0139,2025-01-19,NO_SOURCE_ROW
L0139,2025-02-04,NO_SOURCE_ROW
L0139,2025-02-11,REJECTED_SOURCE
L0139,2025-03-03,REJECTED_SOURCE
L0139,2025-05-01,NO_SOURCE_ROW
L0139,2025-05-21,REJECTED_SOURCE
L0139,2025-05-22,NO_SOURCE_ROW
L0139,2025-05-31,REJECTED_SOURCE
L0139,2025-06-25,REJECTED_SOURCE
L0140,2025-02-07,NO_SOURCE_ROW
L0140,2025-04-10,NO_SOURCE_ROW
L0140,2025-05-14,NO_SOURCE_ROW
L0141,2025-01-25,REJECTED_SOURCE
L0141,2025-02-14,NO_SOURCE_ROW
L0141,2025-03-31,REJECTED_SOURCE
L0141,2025-04-02,NO_SOURCE_ROW
L0141,2025-05-24,NO_SOURCE_ROW
L0141,2025-05-26,NO_SOURCE_ROW
L0141,2025-06-22,REJECTED_SOURCE
L0141,2025-06-28,REJECTED_SOURCE
L0142,2025-02-03,NO_SOURCE_ROW
L0142,2025-03-24,NO_SOURCE_ROW
L0142,2025-05-31,REJECTED_SOURCE
L0143,2025-01-06,NO_SOURCE_ROW
L0143,2025-01-12,NO_SOURCE_ROW
L0143,2025-05-06,NO_SOURCE_ROW
L0143,2025-05-10,REJECTED_SOURCE
L0143,2025-05-26,NO_SOURCE_ROW
L0143,2025-06-02,REJECTED_SOURCE
L0143,2025-06-07,REJECTED_SOURCE
L0144,2025-01-10,NO_SOURCE_ROW
L0144,2025-02-11,NO_SOURCE_ROW
L0144,2025-02-14,REJECTED_SOURCE
L0144,2025-05-29,NO_SOURCE_ROW
L0144,2025-06-03,NO_SOURCE_ROW
L0144,2025-06-09,REJECTED_SOURCE
L0145,2025-01-26,REJECTED_SOURCE
L0145,2025-02-21,NO_SOURCE_ROW
L0145,2025-04-10,REJECTED_SOURCE
L0146,2025-02-12,NO_SOURCE_ROW
L0146,2025-02-22,NO_SOURCE_ROW
L0146,2025-03-09,REJECTED_SOURCE
L0146,2025-03-18,REJECTED_SOURCE
L0146,2025-05-05,REJECTED_SOURCE
L0146,2025-06-17,NO_SOURCE_ROW
L0146,2025-06-29,REJECTED_SOURCE
L0147,2025-02-04,NO_SOURCE_ROW
L0147,2025-02-19,REJECTED_SOURCE
L0147,2025-02-20,NO_SOURCE_ROW
L0147,2025-03-05,REJECTED_SOURCE
L0147,2025-04-27,REJECTED_SOURCE
L0147,2025-05-02,NO_SOURCE_ROW
L0148,2025-02-04,REJECTED_SOURCE
L0148,2025-04-04,REJECTED_SOURCE
L0148,2025-04-14,NO_SOURCE_ROW
L0148,2025-05-01,REJECTED_SOURCE
L0148,2025-05-10,REJECTED_SOURCE
L0148,2025-06-23,REJECTED_SOURCE
L0149,2025-02-07,REJECTED_SOURCE
L0149,2025-02-19,REJECTED_SOURCE
L0149,2025-02-22,REJECTED_SOURCE
L0149,2025-03-06,NO_SOURCE_ROW
L0149,2025-05-02,NO_SOURCE_ROW
L0149,2025-06-17,NO_SOURCE_ROW
L0149,2025-06-26,REJECTED_SOURCE
L0150,2025-01-04,REJECTED_SOURCE
L0150,2025-01-15,NO_SOURCE_ROW
L0150,2025-02-03,REJECTED_SOURCE
L0150,2025-03-30,REJECTED_SOURCE
L0150,2025-04-14,NO_SOURCE_ROW
L0150,2025-04-27,REJECTED_SOURCE
L0150,2025-05-03,REJECTED_SOURCE
L0150,2025-06-29,REJECTED_SOURCE
L0151,2025-03-07,NO_SOURCE_ROW
L0151,2025-04-18,REJECTED_SOURCE
L0151,2025-05-03,REJECTED_SOURCE
L0151,2025-05-09,NO_SOURCE_ROW
L0151,2025-06-26,REJECTED_SOURCE
L0152,2025-02-27,NO_SOURCE_ROW
L0152,2025-03-22,NO_SOURCE_ROW
L0152,2025-05-23,NO_SOURCE_ROW
L0152,2025-06-22,REJECTED_SOURCE
L0152,2025-06-27,NO_SOURCE_ROW
L0153,2025-01-06,NO_SOURCE_ROW
L0153,2025-03-08,NO_SOURCE_ROW
L0153,2025-04-13,REJECTED_SOURCE
L0153,2025-05-07,REJECTED_SOURCE
L0153,2025-05-28,REJECTED_SOURCE
L0154,2025-01-23,NO_SOURCE_ROW
L0154,2025-02-08,NO_SOURCE_ROW
L0154,2025-02-12,REJECTED_SOURCE
L0155,2025-01-03,NO_SOURCE_ROW
L0155,2025-01-29,NO_SOURCE_ROW
L0155,2025-02-24,REJECTED_SOURCE
L0155,2025-02-28,NO_SOURCE_ROW
L0155,2025-03-08,NO_SOURCE_ROW
L0155,2025-03-22,NO_SOURCE_ROW
L0155,2025-04-25,NO_SOURCE_ROW
L0155,2025-05-29,NO_SOURCE_ROW
L0155,2025-06-08,NO_SOURCE_ROW
L0156,2025-02-04,REJECTED_SOURCE
L0156,2025-04-16,NO_SOURCE_ROW
L0156,2025-05-17,REJECTED_SOURCE
L0156,2025-05-27,REJECTED_SOURCE
L0156,2025-06-21,REJECTED_SOURCE
L0157,2025-01-22,REJECTED_SOURCE
L0157,2025-01-30,REJECTED_SOURCE
L0157,2025-03-01,REJECTED_SOURCE
L0157,2025-04-07,NO_SOURCE_ROW
L0157,2025-05-03,REJECTED_SOURCE
L0157,2025-05-15,NO_SOURCE_ROW
L0157,2025-06-20,REJECTED_SOURCE
L0158,2025-01-20,REJECTED_SOURCE
L0158,2025-02-19,NO_SOURCE_ROW
L0158,2025-03-09,REJECTED_SOURCE
L0158,2025-04-15,NO_SOURCE_ROW
L0159,2025-01-30,REJECTED_SOURCE
L0159,2025-02-13,NO_SOURCE_ROW
L0159,2025-02-26,REJECTED_SOURCE
L0159,2025-03-02,REJECTED_SOURCE
L0159,2025-05-08,NO_SOURCE_ROW
L0159,2025-05-19,REJECTED_SOURCE
L0159,2025-06-01,NO_SOURCE_ROW
L0160,2025-01-06,NO_SOURCE_ROW
L0160,2025-01-17,NO_SOURCE_ROW
L0160,2025-01-22,NO_SOURCE_ROW
L0160,2025-01-28,NO_SOURCE_ROW
L0160,2025-02-13,NO_SOURCE_ROW
L0160,2025-06-19,NO_SOURCE_ROW
L0161,2025-02-16,NO_SOURCE_ROW
L0161,2025-03-22,REJECTED_SOURCE
L0161,2025-04-28,REJECTED_SOURCE
L0162,2025-01-08,NO_SOURCE_ROW
L0162,2025-02-12,REJECTED_SOURCE
L0162,2025-02-21,REJECTED_SOURCE
L0162,2025-03-17,NO_SOURCE_ROW
L0162,2025-04-04,REJECTED_SOURCE
L0162,2025-04-26,NO_SOURCE_ROW
L0162,2025-06-12,REJECTED_SOURCE
L0162,2025-06-24,NO_SOURCE_ROW
L0163,2025-01-23,NO_SOURCE_ROW
L0163,2025-02-05,NO_SOURCE_ROW
L0163,2025-02-09,NO_SOURCE_ROW
L0163,2025-04-10,REJECTED_SOURCE
L0163,2025-06-22,NO_SOURCE_ROW
L0164,2025-01-03,REJECTED_SOURCE
L0164,2025-02-03,REJECTED_SOURCE
L0164,2025-02-10,REJECTED_SOURCE
L0164,2025-02-14,REJECTED_SOURCE
L0164,2025-03-25,REJECTED_SOURCE
L0164,2025-04-02,REJECTED_SOURCE
L0164,2025-05-18,REJECTED_SOURCE
L0164,2025-05-26,NO_SOURCE_ROW
L0164,2025-05-27,NO_SOURCE_ROW
L0164,2025-06-11,REJECTED_SOURCE
L0165,2025-01-06,REJECTED_SOURCE
L0165,2025-01-23,NO_SOURCE_ROW
L0165,2025-02-09,REJECTED_SOURCE
L0165,2025-06-04,NO_SOURCE_ROW
L0166,2025-02-28,NO_SOURCE_ROW
L0166,2025-03-16,REJECTED_SOURCE
L0166,2025-03-21,REJECTED_SOURCE
L0166,2025-05-05,NO_SOURCE_ROW
L0166,2025-05-20,REJECTED_SOURCE
L0167,2025-02-02,REJECTED_SOURCE
L0167,2025-02-15,REJECTED_SOURCE
L0167,2025-03-11,NO_SOURCE_ROW
L0167,2025-04-24,NO_SOURCE_ROW
L0167,2025-05-04,REJECTED_SOURCE
L0167,2025-05-14,NO_SOURCE_ROW
L0167,2025-06-28,NO_SOURCE_ROW
L0168,2025-01-10,REJECTED_SOURCE
L0168,2025-01-27,REJECTED_SOURCE
L0168,2025-02-19,NO_SOURCE_ROW
L0168,2025-03-25,NO_SOURCE_ROW
L0168,2025-04-15,NO_SOURCE_ROW
L0168,2025-05-03,NO_SOURCE_ROW
L0168,2025-06-24,NO_SOURCE_ROW
L0169,2025-01-09,NO_SOURCE_ROW
L0169,2025-02-12,NO_SOURCE_ROW
L0169,2025-03-22,REJECTED_SOURCE
L0169,2025-04-02,NO_SOURCE_ROW
L0169,2025-05-05,NO_SOURCE_ROW
L0169,2025-05-24,REJECTED_SOURCE
L0169,2025-05-26,NO_SOURCE_ROW
L0169,2025-06-08,REJECTED_SOURCE
L0170,2025-01-01,REJECTED_SOURCE
L0170,2025-01-10,NO_SOURCE_ROW
L0170,2025-01-31,NO_SOURCE_ROW
L0170,2025-02-01,REJECTED_SOURCE
L0170,2025-03-04,REJECTED_SOURCE
L0170,2025-03-06,NO_SOURCE_ROW
L0170,2025-03-22,NO_SOURCE_ROW
L0170,2025-03-28,NO_SOURCE_ROW
L0170,2025-04-04,REJECTED_SOURCE
L0170,2025-04-19,NO_SOURCE_ROW
L0170,2025-06-06,NO_SOURCE_ROW
L0170,2025-06-18,REJECTED_SOURCE
L0171,2025-02-05,NO_SOURCE_ROW
L0171,2025-02-20,REJECTED_SOURCE
L0171,2025-02-21,NO_SOURCE_ROW
L0171,2025-03-05,REJECTED_SOURCE
L0171,2025-05-17,NO_SOURCE_ROW
L0171,2025-06-15,REJECTED_SOURCE
L0171,2025-06-18,REJECTED_SOURCE
L0172,2025-01-14,REJECTED_SOURCE
L0172,2025-02-01,NO_SOURCE_ROW
L0172,2025-02-27,REJECTED_SOURCE
L0172,2025-03-18,REJECTED_SOURCE
L0172,2025-03-24,NO_SOURCE_ROW
L0172,2025-06-02,REJECTED_SOURCE
L0173,2025-01-04,NO_SOURCE_ROW
L0173,2025-01-17,REJECTED_SOURCE
L0174,2025-01-19,NO_SOURCE_ROW
L0174,2025-02-05,REJECTED_SOURCE
L0174,2025-03-08,NO_SOURCE_ROW
L0174,2025-03-13,REJECTED_SOURCE
L0174,2025-06-09,REJECTED_SOURCE
L0175,2025-01-04,REJECTED_SOURCE
L0175,2025-02-02,NO_SOURCE_ROW
L0175,2025-02-04,REJECTED_SOURCE
L0175,2025-02-21,REJECTED_SOURCE
L0175,2025-04-06,REJECTED_SOURCE
L0175,2025-04-22,NO_SOURCE_ROW
L0176,2025-01-19,NO_SOURCE_ROW
L0176,2025-03-24,REJECTED_SOURCE
L0176,2025-03-27,REJECTED_SOURCE
L0176,2025-05-12,REJECTED_SOURCE
L0176,2025-06-21,NO_SOURCE_ROW
L0177,2025-03-04,REJECTED_SOURCE
L0177,2025-04-25,NO_SOURCE_ROW
L0177,2025-05-18,REJECTED_SOURCE
L0177,2025-06-12,REJECTED_SOURCE
L0178,2025-01-16,NO_SOURCE_ROW
L0178,2025-01-21,NO_SOURCE_ROW
L0178,2025-01-22,REJECTED_SOURCE
L0178,2025-03-14,REJECTED_SOURCE
L0178,2025-03-23,REJECTED_SOURCE
L0178,2025-04-06,NO_SOURCE_ROW
L0178,2025-04-30,NO_SOURCE_ROW
L0179,2025-01-18,REJECTED_SOURCE
L0179,2025-02-03,NO_SOURCE_ROW
L0179,2025-03-11,NO_SOURCE_ROW
L0179,2025-04-12,REJECTED_SOURCE
L0179,2025-04-24,REJECTED_SOURCE
L0179,2025-05-03,REJECTED_SOURCE
L0179,2025-06-05,NO_SOURCE_ROW
L0180,2025-01-15,NO_SOURCE_ROW
L0180,2025-02-03,REJECTED_SOURCE
L0180,2025-04-10,NO_SOURCE_ROW
L0180,2025-04-19,NO_SOURCE_ROW
L0181,2025-01-14,REJECTED_SOURCE
L0181,2025-04-14,NO_SOURCE_ROW
L0181,2025-04-19,NO_SOURCE_ROW
L0181,2025-04-21,REJECTED_SOURCE
L0181,2025-04-26,NO_SOURCE_ROW
L0181,2025-04-28,NO_SOURCE_ROW
L0181,2025-05-21,REJECTED_SOURCE
L0181,2025-06-16,REJECTED_SOURCE
L0182,2025-01-09,REJECTED_SOURCE
L0182,2025-04-08,REJECTED_SOURCE
L0182,2025-04-09,REJECTED_SOURCE
L0182,2025-04-12,NO_SOURCE_ROW
L0182,2025-04-25,NO_SOURCE_ROW
L0182,2025-06-12,NO_SOURCE_ROW
L0183,2025-01-05,REJECTED_SOURCE
L0183,2025-02-16,NO_SOURCE_ROW
L0183,2025-05-12,REJECTED_SOURCE
L0183,2025-06-12,NO_SOURCE_ROW
L0183,2025-06-13,REJECTED_SOURCE
L0184,2025-03-07,REJECTED_SOURCE
L0184,2025-03-24,NO_SOURCE_ROW
L0184,2025-04-13,REJECTED_SOURCE
L0185,2025-02-06,REJECTED_SOURCE
L0185,2025-02-07,REJECTED_SOURCE
L0185,2025-02-12,REJECTED_SOURCE
L0185,2025-03-04,NO_SOURCE_ROW
L0185,2025-03-13,NO_SOURCE_ROW
L0185,2025-03-26,REJECTED_SOURCE
L0185,2025-04-18,NO_SOURCE_ROW
L0185,2025-06-16,NO_SOURCE_ROW
L0186,2025-02-28,NO_SOURCE_ROW
L0186,2025-03-20,NO_SOURCE_ROW
L0186,2025-04-20,REJECTED_SOURCE
L0186,2025-06-25,REJECTED_SOURCE
L0187,2025-01-22,REJECTED_SOURCE
L0187,2025-02-09,REJECTED_SOURCE
L0187,2025-02-18,REJECTED_SOURCE
L0187,2025-04-21,NO_SOURCE_ROW
L0187,2025-05-01,REJECTED_SOURCE
L0187,2025-06-03,REJECTED_SOURCE
L0187,2025-06-11,NO_SOURCE_ROW
L0187,2025-06-20,NO_SOURCE_ROW
L0188,2025-01-08,NO_SOURCE_ROW
L0188,2025-01-25,REJECTED_SOURCE
L0188,2025-03-04,REJECTED_SOURCE
L0188,2025-04-23,REJECTED_SOURCE
L0188,2025-06-19,NO_SOURCE_ROW
L0189,2025-01-05,REJECTED_SOURCE
L0189,2025-01-31,NO_SOURCE_ROW
L0189,2025-02-08,REJECTED_SOURCE
